Name,Locked,Org,Status,Type,Water,Compost,Features,Seasonal,Animals,Address,Food Producing,Com_Gard,Dormant,Latitude,Longitude,Address,Ownership,Oth_org,Website,Facebook,Fenced,Descript,Ward,CCA,Contact,Image,City
Fulton Community Garden,No,"OpenLands, NeighborSpace",Collective,Community Garden,"Rain collection system ( rain barrels, cisterns), On site water source",Yes,"Compost System, Artwork / Sculptures",,Bees (hives),"2946 W Fulton St, Chicago, IL 60612, USA",Yes,Yes,No,41.8866214,-87.7008352,"2946 W Fulton St, Chicago, IL 60612, USA",City of Chicago,Garfield Park Community Council,,https://www.facebook.com/29462948WFultonStCommunityGarden/,No,"Area that before we move to this neighborhood was full of trash, weeds and abandon cars in the back. My neighbor John Foushi knows a lot about plants and I love to work hard. The idea of having a garden with vegetable, flowers and trees next to our building was a dream until our Alderman Walter Burnett Jr. gave us permission to use it. Since 2010 we have been working and enjoying every day in this beautiful Garden. Always looking for better ways to use city empty lots and have a beautiful Garden, also we want to engage more neighbors to eat vegetables from the ""garden to your table"".",27,EAST GARFIELD PARK,Luerlis Gutierrez,https://scontent-atl3-1.xx.fbcdn.net/v/t1.0-9/13781889_1134543806597234_7296795184042279910_n.jpg?oh=9265fe7b2c47ed04817141be6f8e7f36&oe=58D77C06,Chicago
Fulton Street Flower & Vegetable Garden,Yes,,"Allotment, Collective","Community Garden, Food Donation, Demo / Training / Program","On site water source, Rain collection system ( rain barrels, cisterns)",,"Compost System, Seating Area, Shed / Storage box, Information Kiosk",Greenhouse,"Bees (hives), Chickens",4427 W Fulton St,Yes,,No,41.885141,-87.736766,4427 W Fulton St,NeighborSpace,Christy Webber,http://neighbor-space.org/2012/06/21/fulton-street-flower-and-vegetable-garden/; http://fultongarden.blogspot.com/,https://www.facebook.com/FultonGarden,Yes,,28,WEST GARFIELD PARK,,,Chicago
Gaia Community Garden,Yes,,Collective,Demo / Training / Program,Hose connected to private property,,"Compost System, Grill / Cooking Station, Seating Area, Shed / Storage box, Covered Area",,,8918 S Green St,Yes,,No,41.731865,-87.6450044,8918 S Green St,,,http://www.gaia-movement.org/TextPage.asp?TxtID=390&SubMenuItemID=103&MenuItemID=47,https://www.facebook.com/GaiaMovement,Yes,,21,AUBURN GRESHAM,,,Chicago
Garden of Hope,No,,Collective,"Community Garden, Food Donation, Congregation Garden, Ornamental / Beautification",Hose connected to private property,,"Compost System, Seating Area, Gazebo",,Chickens,2131 S St Louis Ave,Yes,,No,41.8526026,-87.7123238,2131 S St Louis Ave,,Westlawn Gospel Chapel,www.westlawnyouthnetwork.org,https://www.facebook.com/pages/Westlawn-Youth-Network/155553694964,Yes,,24,NORTH LAWNDALE,,,Chicago
Gary Elementary School Garden,Yes,,Collective,"Community Garden, Food Donation, School Garden",Hose connected to private property,,"Seating Area, Shed / Storage box","Cold Frame, Cold Tunnel",,3740 W 31st St,Yes,,No,41.8379745,-87.7188503,3740 W 31st St,,LVEJO,http://lvejo.org/,https://www.facebook.com/pages/Little-Village-Environmental-Justice-Organization-LVEJO/92669819450,Yes,,22,SOUTH LAWNDALE,,,Chicago
Garden of Wonders,Yes,,"Allotment, Collective","Community Garden, Ornamental / Beautification","Rain collection system ( rain barrels, cisterns)",No,"Compost System, Grill / Cooking Station, Seating Area, Covered Area","Cold Frame, Cloche","Bees (hives), Fish",1810 S Racine Ave,Yes,Yes,No,41.857558,-87.656779,1810 S Racine Ave,,,,https://www.facebook.com/TheGardenOnRacine,Yes,Community garden/pocket park/gathering space for the 1800 block of South Racine.,25,LOWER WEST SIDE,"pilsengardenofwonders@gmail.com, (773) 980-9178",https://www.facebook.com/TheGardenOnRacine/photos/pb.174230319422221.-2207520000.1429026784./413690655476185/?type=3&theater,Chicago
George Seeley Garden,No,,Unclear,Community Garden,Hose connected to private property,,Compost System,,,2025 W George St,Yes,,No,41.933859,-87.679212,2025 W George St,,,www.georgeseeleygarden.org,,Yes,,1,NORTH CENTER,,,Chicago
Ginkgo Organic Garden,Yes,NeighborSpace,Collective,"Community Garden, Pantry Garden","On site water source, Rain collection system ( rain barrels, cisterns)",Yes,"Compost System, Grill / Cooking Station, Washing Area / Sinks, Seating Area, Shed / Storage box, Water Management, Covered Area",,,4055 N Kenmore Ave,Yes,,No,41.956105,-87.655775,4055 N Kenmore Ave,NeighborSpace,,http://www.ginkgoorganic.org/,https://www.facebook.com/pages/Ginkgo-Organic-Gardens/273830711722,Yes,,46,UPTOWN,,,Chicago
Global Gardens Refugee Training Farm,Yes,"NeighborSpace, Peterson Garden Project","Allotment, Collective","Community Garden, Urban Farm, Demo / Training / Program, Community Farm",City Fire Hydrant,Yes,"Compost System, Seating Area, Shed / Storage box, Teaching Area, Washing Area / Sinks","Cold Tunnel, Hoop house",Bees (hives),"2954 W Lawrence Ave, Chicago, IL 60625",Yes,Yes,No,41.9695782,-87.7036218,"2954 W Lawrence Ave, Chicago, IL 60625",City of Chicago,,http://globalgardenfarm.weebly.com,https://www.facebook.com/GlobalGardenCPH,Yes,In the Albany Park neighborhood a vacant lot has been turned into a community garden. Families from Bhutan and Burma have come together to build this garden and to grow organic vegetables to eat and sell.,33,ALBANY PARK,,http://chicagocommunitygardens.org/wp-content/uploads/2014/08/globalgardenwideshot.jpg,Chicago
God's Little Acre,No,,Allotment,"Community Garden, Congregation Garden","On site water source, Rain collection system ( rain barrels, cisterns)",,"Compost System, Grill / Cooking Station, Seating Area, Shed / Storage box",,,6401 S Kimbark Ave,Yes,,No,41.7785439,-87.59415,6401 S Kimbark Ave,,First Presbyterian Church of Chicago,,,Yes,,20,WOODLAWN,,,Chicago
Green on McLean,No,,Collective,Community Garden,"Rain collection system ( rain barrels, cisterns), Hose connected to private property",,"Compost System, Play Area",,,3500 W McLean Ave,Yes,,No,41.9184955,-87.7137522,3500 W McLean Ave,,,,,No,,26,LOGAN SQUARE,,,Chicago
GreenHouse Garden,Yes,,Unclear,"Community Garden, Streetscape / Parkway",On site water source,,"Compost System, Grill / Cooking Station, Seating Area, Covered Area",,,1100 N Wood St,Yes,,No,41.9014518,-87.6723573,1100 N Wood St,NeighborSpace,,http://neighbor-space.org/2011/05/20/greenhouse-garden/,,No,,1,WEST TOWN,,,Chicago
Community Exchange Garden,Yes,NeighborSpace,Allotment,"Community Garden, School Garden",On site water source,No,"Information Kiosk, Information Kiosk, Seating Area",,,8805 S Exchange Ave,Yes,Yes,No,41.735269,-87.5527509,8805 S Exchange Ave,NeighborSpace,,,,Yes,The main function of this garden is to be a community garden for families to preferably grow food. The second function is to help local school children with learning. There are eight raised beds (two dedicated to seniors) and there is growing space in the back without raised beds.,10,SOUTH CHICAGO,Centro Comunitario Juan Diego Phone:  (773) 731-0109,https://drive.google.com/file/d/0BzskY8s1Nc8kZWQ2S29SLUVlZ1k/view?usp=sharing,Chicago
Guerrilla Garden,No,,Allotment,Community Farm,"City Fire Hydrant, Hose connected to private property",,,,,12911 S Eggleston Ave,Yes,,No,41.6587208,-87.6328228,12911 S Eggleston Ave,,,,,No,,9,WEST PULLMAN,,,Chicago
Heard Family,,,,,,,,,,5515 S Racine Ave,Yes,,No,41.7933071,-87.6548162,5515 S Racine Ave,,,,,,,16,ENGLEWOOD,,,Chicago
Hermitage Street Community Garden,Yes,,Allotment,Community Garden,Hose connected to private property,,"Compost System, Seating Area",,,5643 S Hermitage Ave,Yes,,No,41.790876,-87.667787,5643 S Hermitage Ave,NeighborSpace,Growing Home,,,Yes,,15,WEST ENGLEWOOD,,,Chicago
Hermitage Triangle Garden,No,,Unclear,Community Garden,On site water source,,,,,1722 W Potomac Ave,Yes,,No,41.9048796,-87.6710977,1722 W Potomac Ave,NeighborSpace,,http://neighbor-space.org/2012/06/23/hermitage-triangle-garden/,https://www.facebook.com/pages/Hermitage-Street-Community-Garden/406962475984351,No,,1,WEST TOWN,,,Chicago
Holy Angels Church Garden,,,Collective,"Community Garden, Congregation Garden",Hose connected to private property,,,,,5929 S Winchester Ave,Yes,,No,41.78577,-87.67251,5929 S Winchester Ave,,,,,,,15,WEST ENGLEWOOD,,,Chicago
Howard Area Community Garden,Yes,,Allotment,Community Garden,On site water source,,"Compost System, Seating Area",Cold Frame,,1715 W Juneway Ter,Yes,,No,42.022287,-87.673883,1715 W Juneway Ter,NeighborSpace,,http://neighbor-space.org/2011/05/20/howard-area-community-garden/,,Yes,,49,ROGERS PARK,,,Chicago
Howard Area Leadership Academy,Yes,,Collective,"Community Garden, Food Donation, School Garden",Hose connected to private property,,"Compost System, Water Management",Cold Tunnel,,7631 N Paulina St,Yes,,No,42.0202887,-87.6730539,7631 N Paulina St,,,http://www.howardleadership.org,,Yes,,49,ROGERS PARK,,,Chicago
Howard Family Center Garden,,,,,,,,,,7510 N Ashland Ave,Yes,,No,42.018355,-87.671643,7510 N Ashland Ave,,,,,,,49,ROGERS PARK,,,Chicago
Howard Theatre Community Garden,No,,Unclear,Community Garden,Hose connected to private property,,"Compost System, Artwork / Sculptures",Cold Tunnel,,1615 W Howard St,Yes,,No,42.0192275,-87.6719877,1615 W Howard St,,,,,No,,49,ROGERS PARK,,,Chicago
Humble Parquito,No,,Collective,"Community Garden, Ornamental / Beautification","City Fire Hydrant, Rain collection system ( rain barrels, cisterns)",,"Compost System, Grill / Cooking Station, Fire Pit, Seating Area, Performance Area, Shed / Storage box, Artwork / Sculptures, Water Management, Educational Signage, Covered Area","Cold Frame, Cold Tunnel",Bees (hives),1630 N Richmond St,Yes,,Yes,41.911236,-87.7006,1630 N Richmond St,,,,https://www.facebook.com/humble.parquito,Yes,,35,WEST TOWN,,,Chicago
IK 2 Extension,No,,"Allotment, Collective","Community Garden, Community Farm",Hose connected to private property,,Compost System,,Bees (hives),3518 W Fulton Blvd,Yes,,No,41.8863197,-87.7143305,3518 W Fulton Blvd,,"Inspiration Kitchens, Patchwork farms, David Snyder",http://www.inspirationkitchens.org/,https://www.facebook.com/InspirationKitchens,No,,28,EAST GARFIELD PARK,,,Chicago
Inspiration Kitchens IK2,No,,Collective,"Community Garden, Food Donation, Habitat / Conservation / Prairie, Restaurant / Catering Garden","Rain collection system ( rain barrels, cisterns), Hose connected to private property",,"Compost System, Water Management, Water Feature (ponds, fountain)",,,3503 W Fulton Blvd,Yes,,No,41.8862966,-87.7137168,3503 W Fulton Blvd,,Inspiration Kitchens,http://www.inspirationkitchens.org/,https://www.facebook.com/InspirationKitchens,No,,28,EAST GARFIELD PARK,,,Chicago
IPRAC Edible Gardens,No,,Collective,Demo / Training / Program,On site water source,,,,,3021 W Division St,Yes,,No,41.9027953,-87.7036776,3021 W Division St,,Puerto Rican Cultural Center,http://prcc-chgo.org/,,No,,26,WEST TOWN,,,Chicago
Jackie Robinson Elementary Community Garden,Yes,,Unclear,"Community Garden, School Garden",No apparent water source,,,,,4225 N Lake Park Ave,Yes,,No,41.9300445,-87.8771679,4225 N Lake Park Ave,,,robinson.cpSk12.il.us,,Yes,,,,,,Franklin Park
Jackson Park Urban Farm,No,,Allotment,"Community Garden, Urban Farm, Ornamental / Beautification, Urban Agriculture Organization","On site water source, Rain collection system ( rain barrels, cisterns)",,"Compost System, Seating Area, Shed / Storage box, Covered Area",Cold Frame,,1630 E Marquette Dr,Yes,,No,41.775233,-87.5848712,1630 E Marquette Dr,Chicago Park District,Growing Power,http://www.growingpower.org/chicago_projects.htm,https://www.facebook.com/pages/Growing-Power-Chicago/270149016353751,Yes,,5,WOODLAWN,,,Chicago
Jardin de la Amistad,Yes,,Collective,"Community Garden, Ornamental / Beautification","Rain collection system ( rain barrels, cisterns)",,"Compost System, Seating Area, Shed / Storage box",Hoop house,,4280 W 27th St,Yes,,No,41.8423222,-87.731463,4280 W 27th St,,Enlace,http://enlacechicago.org/programs-page/community-economic-development/placemaking/greenspace-and-pocket-parks/friendship-gardenjardin-de-amistad-27th-and-kildare/,http://enlacechicago.org/,Yes,,22,SOUTH LAWNDALE,,,Chicago
Justine Community Garden,No,,Collective,Community Garden,"Rain collection system ( rain barrels, cisterns)",,"Compost System, Shed / Storage box",,,6951 S Justine St,Yes,,No,41.767104,-87.662305,6951 S Justine St,,,,,Yes,,17,WEST ENGLEWOOD,,,Chicago
KAM Isaiah Israel Congregation Gardens,No,,Collective,"Congregation Garden, Urban Farm, Food Donation, Demo / Training / Program, Ornamental / Beautification, Urban Agriculture Organization","Hose connected to private property, Irrigation System",Yes,Shed / Storage box,Cold Frame,,1100 E Hyde Park Blvd,Yes,No,No,41.802735,-87.598672,1100 E Hyde Park Blvd,Private,KAM Isaiah Israel (Food Justice and Sustainability Program),https://www.kamii.org/foodjustice,https://www.facebook.com/KAMIIGarden,No,,4,KENWOOD,,https://auachicago.files.wordpress.com/2015/02/unnamed1.jpg,Chicago
Kilbourn Park Organic Greenhouse,Yes,,"Allotment, Collective","Community Garden, Ornamental / Beautification, Habitat / Conservation / Prairie, Demo / Training / Program","On site water source, Rain collection system ( rain barrels, cisterns)",,"Compost System, Washing Area / Sinks, Seating Area, Shed / Storage box, Artwork / Sculptures, Teaching Area, Educational Signage, Information Kiosk",,,3501 N Kilbourn Ave,Yes,,No,41.9446117,-87.7394581,3501 N Kilbourn Ave,Chicago Park District,,,https://www.facebook.com/kilbourn.park.organic.greenhouse,Yes,,30,IRVING PARK,,,Chicago
Kimball Medill Corner Farm,No,,"Allotment, Collective","Community Garden, Pantry Garden",Hose connected to private property,,Compost System,,,2318 N Kimball Ave,Yes,,No,41.923528,-87.712419,2318 N Kimball Ave,,,http://www.cornerfarm.org/kimball-medill/,,No,,26,LOGAN SQUARE,,,Chicago
Knowledge Hookup,Yes,,Collective,,Hose connected to private property,,"Seating Area, Shed / Storage box, Electricity Outlet, Covered Area",,,3457 E 106th St,Yes,,No,41.7024789,-87.5391099,3457 E 106th St,,,http://www.knowledgehookup.org/,https://www.facebook.com/pages/Knowledge-Hook-Up/137593262973757,Yes,,10,EAST SIDE,,,Chicago
Kuumba Tre-Ahm,Yes,,"Allotment, Collective","Community Garden, Ornamental / Beautification","Rain collection system ( rain barrels, cisterns), Hose connected to private property",,"Compost System, Shed / Storage box",,Bees (hives),2908 Warren Blvd,Yes,,No,41.882187,-87.699176,2908 Warren Blvd,,"Garfield Park Conservatory Alliance, Root Riot",http://rootriot.wordpress.com/garden-locations/2908-w-warren-blvd-kuumba-tre-ahm/,,Yes,,2,EAST GARFIELD PARK,,http://rootriot.files.wordpress.com/2011/01/kuumba-tre-ahm.jpg,Chicago
Land on Lincoln,Yes,,"Allotment, Collective","Community Garden, Food Donation, Ornamental / Beautification",City Fire Hydrant,,"Seating Area, Performance Area, Shed / Storage box",,,5900 N Lincoln Ave,Yes,,No,41.988149,-87.704209,5900 N Lincoln Ave,,Peterson Garden Project,www.petersongarden.org,,Yes,,40,WEST RIDGE,,,Chicago
Lawndale Community Church Garden,No,,Collective,"Community Garden, Food Donation, Congregation Garden",Hose connected to private property,,Seating Area,,,3810 Ogden Ave,Yes,,No,41.853009,-87.72047,3810 Ogden Ave,,Lawndale Community Church,http://www.lawndalechurch.org/,https://www.facebook.com/lawndalecommunitychurch,Yes,,24,NORTH LAWNDALE,,,Chicago
Le Moyne & Ridgeway Community Garden,No,,Collective,"Community Garden, Demo / Training / Program",No apparent water source,,,,,3724 W Le Moyne St,No,,No,41.908413,-87.7202329,3724 W Le Moyne St,,Youth Service Project,http://www.youthserviceproject.org/,https://www.facebook.com/pages/Youth-Service-Project/245115743727,No,,26,HUMBOLDT PARK,,,Chicago
Let's Go Chicago Children's Garden,No,,Collective,"Community Garden, Congregation Garden, Demo / Training / Program","Rain collection system ( rain barrels, cisterns)",,"Compost System, Seating Area, Shed / Storage box, Water Management, Teaching Area",Cold Tunnel,"Bees (hives), Chickens",6925 N Ashland Ave,Yes,,No,42.0074042,-87.6699992,6925 N Ashland Ave,,,,https://www.facebook.com/LetsGoChicago?ref=br_tf,Yes,,49,ROGERS PARK,,,Chicago
Lincoln Park,No,,Allotment,Community Garden,On site water source,,Shed / Storage box,,,5301 N Sheridan Rd,Yes,,No,41.9788039,-87.653881,5301 N Sheridan Rd,Chicago Park District,,http://www.chicagoparkdistrict.com/facilities/community-gardens/,,No,,48,EDGEWATER,,,Chicago
Lincoln Square Community Garden,Yes,,Allotment,"Community Garden, Ornamental / Beautification",Hose connected to private property,,"Compost System, Seating Area",,,4815 N Western Ave,Yes,,No,41.969046,-87.6888293,4815 N Western Ave,,Lincoln Square Chamber of Commerce,,https://www.facebook.com/pages/Lincoln-Square-Community-Garden/233047780045542,Yes,,47,LINCOLN SQUARE,,,Chicago
London Towne Houses Cooperative,,,,Community Garden,,,,,,830 E 100th St,No,,No,41.71153,-87.6013333,830 E 100th St,,,,,,,8,PULLMAN,,,Chicago
Loomis St Community Garden,No,,,Community Garden,No apparent water source,,,,,1401 W Monroe St,No,,Yes,41.8802155,-87.6619856,1401 W Monroe St,,,,,No,,27,NEAR WEST SIDE,,,Chicago
1900 S. Ridgeway Enabling Garden,No,NeighborSpace,Collective,Community Garden,On site water source,,"Seating Area, Gazebo",,,1900 S Ridgeway Ave,Yes,,No,41.854895,-87.719115,1900 S Ridgeway Ave,NeighborSpace,North Lawndale Greening Committee,http://neighbor-space.org/2011/05/19/1900-s-ridgeway-enabling-garden-2/,https://www.facebook.com/nlgreeningcommittee?ref=br_tf,Yes,"While most community gardens benefit their respective neighborhoods in a wide variety of ways, the 1900 S. Ridgeway Enabling Garden is one of a handful of green spaces in Chicago created with the needs of a particular segment of the population in mind. One of the oldest community gardens in North Lawndale, the space is used regularly by all local residents, but it was created to welcome the many senior citizens who live on the block and in the immediate vicinity. The specially designed beds of flowers and other blooming plants encircling the spacious corner lot are raised several feet above the ground, enabling seniors to care for the plants in comfort and increasing their activity both physically and socially.

But the garden?s benefits are not limited to just the older residents. According to community leader Willie Marks, the presence of the 1900 S. Ridgeway Enabling Garden has played a significant role in the greening of the neighborhood and stimulating both social and educational activities among residents of all ages. It has prompted many homeowners on the block to plant gardens of their own, creating a continuous stretch of vibrant hues that virtually glow in the summer sun. Neighborhood children work in the Enabling Garden alongside the adults, pulling weeds and performing other tasks, as well as learning about the different plants ? almost as if they have their own outdoor classroom. One of the immediate goals for the garden is the installation of plaques identifying each plant species and its characteristics.

NeighborSpace worked with the 1900 S. Ridgeway Block Club to keep the space a permanent garden ? an important milestone for the community because the garden had evolved into a significant gathering place for not only the seniors tending it, but all residents who had come to appreciate it as an urban oasis.",24,NORTH LAWNDALE,,,Chicago
